STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,AWND,AWND_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES
USW00003184,1999-07,33.69021,-112.06616,453.4,"PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US",3.2,",W",1047.2,W,417.5,",W",9,",W",6,",W",0,",W",,,,,0,",W",0,",W",0,",W",31,",W",30,",W",,,,,19990715,",,W",,,,,,,19990706,",,W",19990705,"+,,W",20,",W,15,",,,,,20.1,",,W,06,",42.8,",W,05,+",0,W,0,",W",66.3,",,,W",,,31.8,",W",37.75,",,,W",25.86,",,,W",,,330,",W",50,",W",20.1,",W",28.2,",W"
USW00003184,1999-08,33.69021,-112.06616,453.4,"PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US",3,",W",1489.8,W,442.6,",W",6,",W",2,",W",0,",W",,,,,0,",W",0,",W",0,",W",31,",W",31,",W",,,,,19990811,",,W",,,,,,,19990827,",,W",19990822,",,W",21.1,",W,11,",,,,,13.7,",,W,27,",42.8,",W,22,",0,W,0,",W",27.2,",,,W",,,32.61,",W",38.74,",,,W",26.48,",,,W",,,170,",W",170,",W",20.1,",W",24.6,",W"
USW00003184,1999-09,33.69021,-112.06616,453.4,"PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US",3,",W",1827.1,W,337.3,",W",6,",W",4,",W",0,",W",,,,,0,",W",0,",W",0,",W",30,",W",29,",W",,,,,19990903,",,W",,,,,,,19990911,",,W",19990908,"+,,W",20,",W,03,",,,,,12.7,",,W,11,",40,",W,08,+",0,W,0,",W",34.4,",,,W",,,29.58,",W",36.15,",,,W",23,",,,W",,,330,",W",330,",W",14.8,",W",17.9,",W"
USW00003184,1999-10,33.69021,-112.06616,453.4,"PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US",2.6,"1,W",2033,W,205.9,"2,W",0,",W",0,",W",0,",W",,,,,0,"2,W",0,"2,W",0,"2,W",29,"2,W",19,"2,W",,,,,19991018,",2,W",,,,,,,19991031,"+,,W",19991011,",2,W",11.7,"2,W,18,",,,,,0,",,W,31,+",37.8,"2,W,11,",0,W,0,"2,W",0,",,,W",,,25.43,"2,W",33,"2,,,W",17.87,"2,,,W",,,40,",W",40,",W",11.6,",W",14.8,",W"
USW00003184,1999-11,33.69021,-112.06616,453.4,"PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US",2,"1,W",2107,W,74,",W",0,",W",0,",W",0,",W",,,,,0,",W",0,",W",0,",W",25,",W",3,",W",,,,,19991124,",,W",,,,,,,19991130,"+,,W",19991112,",,W",3.3,",W,24,",,,,,0,",,W,30,+",33.3,",W,12,",39.1,W,39.1,",W",0,",,,W",,,19.49,",W",26.91,",,,W",12.08,",,,W",,,360,",W",360,",W",10.7,",W",12.5,",W"
USW00003184,1999-12,33.69021,-112.06616,453.4,"PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US",2.5,",W",2107,W,0,",W",0,",W",0,",W",0,",W",,,,,0,",W",0,",W",0,",W",5,",W",0,",W",,,,,19991215,",,W",,,,,,,19991231,"+,,W",19991201,",,W",1.7,",W,15,",,,,,0,",T,W,31,+",23.9,",W,01,",223.7,W,184.6,",W",0,",T,,W",,,12.38,",W",19.07,",,,W",5.69,",,,W",,,30,",W",40,",W",12.5,",W",15.6,",W"
USW00003184,2000-01,33.69021,-112.06616,453.4,"PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US",2.1,",W",2.5,W,2.5,",W",1,"1,W",0,"1,W",0,"1,W",,,,,0,",W",0,",W",0,",W",13,",W",0,",W",,,,,20000109,"+,,W",,,,,,,20000102,",1,W",20000115,"+,,W",0.6,",W,09,+",,,,,0.3,"1,,W,02,",26.7,",W,15,+",365.5,W,141.8,",W",0.3,"1,,,W",,,13.84,",W",20.31,",,,W",7.37,",,,W",,,260,",W",270,",W",12.5,",W",14.8,",W"
USW00003184,2000-02,33.69021,-112.06616,453.4,"PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US",2.4,",W",5.8,W,3.3,",W",1,",W",0,",W",0,",W",,,,,0,",W",0,",W",0,",W",17,",W",0,",W",,,,,20000226,"+,,W",,,,,,,20000221,",,W",20000208,"+,,W",4.4,",W,26,+",,,,,0.5,",,W,21,",27.2,",W,08,+",462.8,W,97.3,",W",0.5,",,,W",,,15.09,",W",21.6,",,,W",8.58,",,,W",,,280,",W",270,",W",19.7,",W",21.9,",W"
USW00003184,2000-03,33.69021,-112.06616,453.4,"PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US",2.6,",W",20.2,W,14.4,",W",7,",W",4,",W",1,",W",,,,,0,",W",0,",W",0,",W",19,",W",0,",W",,,,,20000307,",,W",,,,,,,20000306,",,W",20000314,",,W",5,",W,07,",,,,,30,",,W,06,",28.3,",W,14,",543.8,W,81,",W",65.6,",,,W",,,16.18,",W",22.29,",,,W",10.08,",,,W",,,360,",W",360,",W",13.4,",W",16.1,",W"
USW00003184,2000-04,33.69021,-112.06616,453.4,"PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US",2.9,",W",152.4,W,132.2,"1,W",2,",W",0,",W",0,",W",,,,,0,"1,W",0,"1,W",0,"1,W",28,"1,W",13,"1,W",,,,,20000402,"+,1,W",,,,,,,20000401,",,W",20000427,"+,1,W",7.8,"1,W,02,+",,,,,1,",,W,01,",36.7,"1,W,27,+",552.1,W,8.3,"1,W",1.3,",,,W",,,22.61,"1,W",30.07,"1,,,W",15.14,"1,,,W",,,260,",W",260,",W",19.7,",W",23.2,",W"
USW00003184,2000-05,33.69021,-112.06616,453.4,"PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US",3.1,",W",451.8,W,299.4,",W",0,",W",0,",W",0,",W",,,,,0,",W",0,",W",0,",W",31,",W",26,",W",,,,,20000517,",,W",,,,,,,20000512,",,W",20000529,",,W",14.4,",W,17,",,,,,0,",T,W,12,",43.3,",W,29,",552.1,W,0,",W",0,",T,,W",,,27.99,",W",35.78,",,,W",20.2,",,,W",,,250,",W",220,",W",12.5,",W",16.1,",W"
USW00003184,2000-06,33.69021,-112.06616,453.4,"PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US",,,,,,,3,"4,W",1,"4,W",0,"4,W",,,,,,,,,,,,,,,,,,,,,,,,,,,20000623,",4,W",,,,,,,,,3.3,"4,,W,23,",,,,,,,4.3,"4,,,W",,,,,,,,,,,,,,,,,,
USW00003184,2000-07,33.69021,-112.06616,453.4,"PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US",3,",W",,,493.9,",W",1,",W",1,",W",0,",W",,,,,0,",W",0,",W",0,",W",31,",W",31,",W",,,,,20000704,",,W",,,,,,,20000730,",,W",20000728,"+,,W",22.8,",W,04,",,,,,2.5,",,W,30,",45,",W,28,+",0,W,0,",W",2.5,",,,W",,,34.26,",W",40.95,",,,W",27.58,",,,W",,,90,",W",90,",W",18.3,",W",22.8,",W"
USW00003184,2000-08,33.69021,-112.06616,453.4,"PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US",3.3,",W",,,455,",W",8,",W",1,",W",0,",W",,,,,0,",W",0,",W",0,",W",31,",W",30,",W",,,,,20000831,",,W",,,,,,,20000830,",,W",20000816,"+,,W",20.6,",W,31,",,,,,2.8,",,W,30,",43.3,",W,16,+",0,W,0,",W",11.8,",,,W",,,33.01,",W",38.77,",,,W",27.25,",,,W",,,10,",W",10,",W",19.7,",W",23.2,",W"
USW00003184,2000-09,33.69021,-112.06616,453.4,"PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US",2.6,",W",,,373.2,"1,W",1,",W",1,",W",0,",W",,,,,0,"1,W",0,"1,W",0,"1,W",29,"1,W",28,"1,W",,,,,20000924,",1,W",,,,,,,20000926,",,W",20000914,",1,W",17.2,"1,W,24,",,,,,3.6,",,W,26,",42.8,"1,W,14,",0,W,0,"1,W",3.6,",,,W",,,31.2,"1,W",37.74,"1,,,W",24.67,"1,,,W",,,260,",W",270,",W",10.7,",W",13,",W"
USW00003184,2000-10,33.69021,-112.06616,453.4,"PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US",2.7,",W",,,114,"2,W",12,"1,W",9,"1,W",0,"1,W",,,,,0,"2,W",0,"2,W",0,"2,W",22,"2,W",7,"2,W",,,,,20001031,",2,W",,,,,,,20001022,",1,W",20001001,",2,W",10,"2,W,31,",,,,,19.1,"1,,W,22,",38.3,"2,W,01,",20.4,W,20.4,"2,W",79.1,"1,,,W",,,21.56,"2,W",26.94,"2,,,W",16.18,"2,,,W",,,140,"1,W",260,"1,W",11.6,"1,W",15.6,"1,W"
USW00003184,2000-11,33.69021,-112.06616,453.4,"PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US",2.1,",W",,,0,",W",3,",W",0,",W",0,",W",,,,,0,",W",0,",W",0,",W",6,",W",0,",W",,,,,20001116,",,W",,,,,,,20001104,",,W",20001130,"+,,W",2.8,",W,16,",,,,,1.3,",,W,04,",23.3,",W,30,+",194.2,W,173.8,",W",2.6,",,,W",,,12.54,",W",18.36,",,,W",6.72,",,,W",,,20,",W",30,",W",12.5,",W",16.1,",W"
USW00003184,2000-12,33.69021,-112.06616,453.4,"PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US",2,",W",,,0,",W",1,",W",0,",W",0,",W",,,,,0,",W",0,",W",0,",W",11,",W",0,",W",,,,,20001220,",,W",,,,,,,20001212,",,W",20001206,"+,,W",2.2,",W,20,",,,,,0.5,",,W,12,",23.3,",W,06,+",360.8,W,166.6,",W",0.5,",,,W",,,12.96,",W",19.46,",,,W",6.46,",,,W",,,340,",W",350,",W",13,",W",16.5,",W"
USW00003184,2001-01,33.69021,-112.06616,453.4,"PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US",2.3,",W",0,W,0,",W",6,",W",4,",W",2,",W",,,,,0,",W",0,",W",0,",W",7,",W",0,",W",,,,,20010119,"+,,W",,,,,,,20010127,",,W",20010104,"+,,W",0.6,",W,19,+",,,,,34.3,",,W,27,",23.9,",W,04,+",591.9,W,231.1,",W",79.9,",,,W",,,10.88,",W",16.36,",,,W",5.4,",,,W",,,110,",W",120,",W",9.4,",W",10.7,",W"
USW00003184,2001-02,33.69021,-112.06616,453.4,"PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US",2.5,",W",0,W,0,",W",7,",W",4,",W",0,",W",,,,,0,",W",0,",W",0,",W",8,",W",0,",W",,,,,20010210,"+,,W",,,,,,,20010228,",,W",20010204,",,W",2.2,",W,10,+",,,,,7.6,",,W,28,",25,",W,04,",762.3,W,170.4,",W",23.9,",,,W",,,12.25,",W",18.23,",,,W",6.26,",,,W",,,290,",W",190,",W",11.6,",W",14.8,",W"
USW00003184,2001-03,33.69021,-112.06616,453.4,"PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US",2.5,",W",33.6,W,33.6,"1,W",1,"1,W",1,"1,W",0,"1,W",,,,,0,"1,W",0,"1,W",0,"1,W",22,"1,W",0,"1,W",,,,,20010302,",1,W",,,,,,,20010310,",1,W",20010320,",1,W",3.9,"1,W,02,",,,,,2.8,"1,,W,10,",30.6,"1,W,20,",838.2,W,75.9,"1,W",2.8,"1,,,W",,,16.92,"1,W",23.88,"1,,,W",9.96,"1,,,W",,,230,"1,W",230,"1,W",9.4,"1,W",12.5,"1,W"
USW00003184,2001-04,33.69021,-112.06616,453.4,"PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US",3,",W",137.2,W,103.6,",W",4,",W",3,",W",0,",W",,,,,0,",W",0,",W",0,",W",23,",W",10,",W",,,,,20010411,",,W",,,,,,,20010405,",,W",20010426,"+,,W",5,",W,11,",,,,,8.4,",,W,05,",35.6,",W,26,+",880.2,W,42,",W",18.2,",,,W",,,20.39,",W",27.11,",,,W",13.67,",,,W",,,290,",W",290,",W",17.4,",W",22.8,",W"
USW00003184,2001-05,33.69021,-112.06616,453.4,"PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US",3.1,",W",454.2,W,317,",W",1,",W",0,",W",0,",W",,,,,0,",W",0,",W",0,",W",31,",W",27,",W",,,,,20010504,",,W",,,,,,,20010519,",,W",20010531,",,W",12.2,",W,04,",,,,,0.8,",,W,19,",42.2,",W,31,",880.2,W,0,",W",0.8,",,,W",,,28.56,",W",36.71,",,,W",20.41,",,,W",0,"4,",240,",W",150,",W",13.4,",W",18.3,",W"
USW00003184,2001-06,33.69021,-112.06616,453.4,"PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US",3.1,",W",838,W,383.8,"1,W",0,",W",0,",W",0,",W",,,,,0,"1,W",0,"1,W",0,"1,W",29,"1,W",29,"1,W",,,,,20010614,",1,W",,,,,,,20010625,"+,,W",20010629,",1,W",18.3,"1,W,14,",,,,,0,",T,W,25,+",45,"1,W,29,",880.2,W,0,"1,W",0,",T,,W",,,31.57,"1,W",39.39,"1,,,W",23.74,"1,,,W",,,150,",W",40,",W",11.6,",W",14.8,",W"
USW00003184,2001-07,33.69021,-112.06616,453.4,"PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US",3.1,",W",1278.6,W,440.6,"1,W",5,",W",2,",W",0,",W",,,,,0,"1,W",0,"1,W",0,"1,W",30,"1,W",29,"1,W",,,,,20010730,"+,1,W",,,,,,,20010730,",,W",20010702,",1,W",22.2,"1,W,30,+",,,,,5.8,",,W,30,",46.1,"1,W,02,",0,W,0,"1,W",12.5,",,,W",,,33.02,"1,W",39.02,"1,,,W",27.02,"1,,,W",,,90,",W",70,",W",13.9,",W",19.7,",W"
USW00003184,2001-08,33.69021,-112.06616,453.4,"PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US",2.8,",W",1731.3,W,452.7,",W",5,",W",4,",W",0,",W",,,,,0,",W",0,",W",0,",W",31,",W",31,",W",,,,,20010814,",,W",,,,,,,20010814,",,W",20010826,",,W",21.7,",W,14,",,,,,10.2,",,W,14,",43.9,",W,26,",0,W,0,",W",27.3,",,,W",,,32.94,",W",39.15,",,,W",26.72,",,,W",,,360,",W",350,",W",19.2,",W",23.7,",W"
USW00003184,2001-09,33.69021,-112.06616,453.4,"PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US",3,",W",2133,W,401.7,",W",0,",W",0,",W",0,",W",,,,,0,",W",0,",W",0,",W",30,",W",30,",W",,,,,20010908,",,W",,,,,,,20010914,",,W",20010912,",,W",21.1,",W,08,",,,,,0,",T,W,14,",41.1,",W,12,",0,W,0,",W",0,",T,,W",,,31.72,",W",38.46,",,,W",24.98,",,,W",,,110,",W",100,",W",13,",W",15.6,",W"
USW00003184,2001-10,33.69021,-112.06616,453.4,"PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US",2.4,",W",2333.4,W,200.4,",W",0,",W",0,",W",0,",W",,,,,0,",W",0,",W",0,",W",31,",W",12,",W",,,,,20011013,",,W",,,,,,,20011007,"+,,W",20011026,",,W",12.2,",W,13,",,,,,0,",T,W,07,+",35.6,",W,26,",0,W,0,",W",0,",T,,W",,,24.8,",W",31.4,",,,W",18.19,",,,W",0,"2,",90,",W",90,",W",11.2,",W",14.3,",W"
USW00003184,2001-11,33.69021,-112.06616,453.4,"PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US",2.4,",W",2394.3,W,60.9,",W",2,",W",0,",W",0,",W",,,,,0,",W",0,",W",0,",W",23,",W",2,",W",,,,,20011127,",,W",,,,,,,20011125,",,W",20011104,",,W",1.7,",W,27,",,,,,2.3,",,W,25,",33.9,",W,04,",66.9,W,66.9,",W",2.6,",,,W",,,18.13,",W",24.13,",,,W",12.13,",,,W",,,50,",W",50,",W",12.5,",W",15.6,",W"
USW00003184,2001-12,33.69021,-112.06616,453.4,"PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US",1.9,",W",2394.3,W,0,",W",3,",W",1,",W",0,",W",,,,,0,",W",0,",W",0,",W",3,",W",0,",W",,,,,20011217,"+,,W",,,,,,,20011204,",,W",20011220,",,W",0.6,",W,17,+",,,,,12.4,",,W,04,",22.8,",W,20,",314.2,W,247.3,",W",15,",,,W",,,10.36,",W",16.28,",,,W",4.43,",,,W",,,240,",W",240,",W",9.8,",W",11.2,",W"
USW00003184,2002-01,33.69021,-112.06616,453.4,"PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US",2,",W",0,W,0,",W",1,",W",0,",W",0,",W",,,,,0,",W",1,",W",0,",W",8,",W",0,",W",,,,,20020131,",,W",,,,,,,20020130,",,W",20020108,",,W",-1.7,",W,31,",,,,,1.3,",,W,30,",26.1,",W,08,",519.1,W,204.9,",W",1.3,",,,W",,,11.72,",W",17.93,",,,W",5.52,",,,W",0,",W",70,",W",70,",W",13.4,",W",16.1,",W"
USW00003184,2002-02,33.69021,-112.06616,453.4,"PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US",2.5,",W",0.6,W,0.6,",W",0,",W",0,",W",0,",W",,,,,0,",W",0,",W",0,",W",16,",W",0,",W",,,,,20020201,",,W",,,,,,,20020228,"+,,W",20020221,",,W",1.1,",W,01,",,,,,0,",,W,28,+",27.8,",W,21,",624.4,W,105.3,",W",0,",,,W",,,14.59,",W",22.06,",,,W",7.13,",,,W",0,",W",40,",W",30,",W",13,",W",16.5,",W"
USW00003184,2002-03,33.69021,-112.06616,453.4,"PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US",3.1,",W",18.7,W,18.1,"3,W",1,",W",0,",W",0,",W",,,,,0,"3,W",1,"3,W",0,"3,W",18,"3,W",0,"3,W",,,,,20020303,",3,W",,,,,,,20020329,",,W",20020331,"+,3,W",0,"3,W,03,",,,,,0.3,",,W,29,",31.7,"3,W,31,+",708.5,W,84.1,"3,W",0.3,",,,W",,,15.98,"3,W",22.94,"3,,,W",9.01,"3,,,W",,,240,",W",350,",W",13.4,",W",15.6,",W"
USW00003184,2002-04,33.69021,-112.06616,453.4,"PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US",3,",W",131.2,W,112.5,"1,W",2,",W",1,",W",0,",W",,,,,0,"1,W",0,"1,W",0,",W",30,",W",9,",W",,,,,20020420,",1,W",,,,,,,20020407,",,W",20020414,",,W",10.6,"1,W,20,",,,,,3,",,W,07,",35.6,",W,14,",710.7,W,2.2,",W",5,",,,W",,,22.17,"1,W",29.36,",,,W",14.99,"1,,,W",,,230,",W",220,",W",14.3,",W",17.4,",W"
USW00003184,2002-05,33.69021,-112.06616,453.4,"PHOENIX DEER VALLEY MUNICIPAL AIRPORT, AZ US",2.9,",W",348.4,W,217.2,",W",0,",W",0,",W",0,",W",,,,,0,",W",0,",W",0,",W",31,",W",21,",W",,,,,20020522,"+,,W",,,,,,,20020531,"+,,W",20020530,",,W",12.2,",W,22,+",,,,,0,",,W,31,+",41.7,",W,30,",710.7,W,0,",W",0,",,,W",,,25.34,",W",33.11,",,,W",17.57,",,,W",,,250,",W",240,",W",11.2,",W",13,",W"
