STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,AWND,AWND_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES
USW00023213,1999-05,38.50369,-122.81101,36.2,"SANTA ROSA SONOMA CO AIRPORT, CA US",,,,,,,,,3.4,",W",3.2,W,1.4,",W",2,",W",0,",W",0,",W",,,,,0,",W",0,",W",0,",W",21,",W",0,",W",,,,,19990515,",,W",,,,,,,19990503,",,W",19990522,",,W",2.2,",W,15,",,,,,2,",,W,03,",31.1,",W,22,",1880.9,W,109.1,",W",3,",,,W",,,,,,,,,14.86,",W",22.6,",,,W",7.11,",,,W",,,320,",W",320,",W",11.6,",W",13.9,",W"
USW00023213,1999-06,38.50369,-122.81101,36.2,"SANTA ROSA SONOMA CO AIRPORT, CA US",,,,,,,,,2.6,",W",34.2,W,31,",W",2,",W",0,",W",0,",W",,,,,0,",W",0,",W",0,",W",27,",W",4,",W",,,,,19990608,"+,,W",,,,,,,19990603,",,W",19990630,",,W",3.9,",W,08,+",,,,,2,",,W,03,",37.8,",W,30,",1923.4,W,42.5,",W",2.3,",,,W",,,,,,,,,17.95,",W",27.02,",,,W",8.89,",,,W",,,320,",W",320,",W",9.8,",W",11.6,",W"
USW00023213,1999-07,38.50369,-122.81101,36.2,"SANTA ROSA SONOMA CO AIRPORT, CA US",,,,,,,,,2.5,",W",70.3,W,36.1,",W",0,",W",0,",W",0,",W",,,,,0,",W",0,",W",0,",W",29,",W",5,",W",,,,,19990704,",,W",,,,,,,19990710,"+,,W",19990712,"+,,W",7.2,",W,04,",,,,,0,",T,W,10,+",38.9,",W,12,+",22.4,W,22.4,",W",0,",T,,W",,,,,,,,,18.77,",W",27.19,",,,W",10.36,",,,W",,,340,",W",200,",W",8,",W",9.8,",W"
USW00023213,1999-08,38.50369,-122.81101,36.2,"SANTA ROSA SONOMA CO AIRPORT, CA US",,,,,,,,,2.4,",W",120.9,W,50.6,",W",2,",W",0,",W",0,",W",,,,,0,",W",0,",W",0,",W",30,",W",6,",W",,,,,19990813,",,W",,,,,,,19990806,",,W",19990825,",,W",7.8,",W,13,",,,,,1,",,W,06,",38.3,",W,25,",29,W,6.6,",W",1.3,",,,W",,,,,,,,,19.75,",W",28.3,",,,W",11.2,",,,W",,,300,",W",300,",W",9.4,",W",13.4,",W"
USW00023213,1999-09,38.50369,-122.81101,36.2,"SANTA ROSA SONOMA CO AIRPORT, CA US",,,,,,,,,1.9,",W",150.9,W,30,",W",4,",W",0,",W",0,",W",,,,,0,",W",0,",W",0,",W",29,",W",8,",W",,,,,19990928,",,W",,,,,,,19990922,",,W",19990928,"+,,W",6.7,",W,28,",,,,,1.8,",,W,22,",36.1,",W,28,+",47.2,W,18.2,",W",3.1,",,,W",,,,,,,,,18.73,",W",27.37,",,,W",10.08,",,,W",,,170,",W",180,",W",7.2,",W",9.4,",W"
USW00023213,1999-10,38.50369,-122.81101,36.2,"SANTA ROSA SONOMA CO AIRPORT, CA US",,,,,,,,,1.5,",W",164.2,W,13.3,",W",6,",W",1,",W",1,",W",,,,,0,",W",0,",W",0,",W",26,",W",5,",W",,,,,19991018,",,W",,,,,,,19991027,",,W",19991008,",,W",1.7,",W,18,",,,,,25.4,",,W,27,",33.9,",W,08,",114.2,W,67,",W",28.4,",,,W",,,,,,,,,16.6,",W",26.17,",,,W",7.02,",,,W",,,10,",W",350,",W",8,",W",10.3,",W"
USW00023213,1999-11,38.50369,-122.81101,36.2,"SANTA ROSA SONOMA CO AIRPORT, CA US",,,,,,,,,1.4,",W",164.2,W,0,",W",20,",W",9,",W",2,",W",,,,,0,",W",1,",W",0,",W",6,",W",0,",W",,,,,19991122,",,W",,,,,,,19991119,",,W",19991101,",,W",0,",W,22,",,,,,36.1,",,W,19,",27.8,",W,01,",299.6,W,185.4,",W",124.9,",,,W",,,,,,,,,12.15,",W",17.87,",,,W",6.43,",,,W",,,140,",W",140,",W",11.2,",W",14.3,",W"
USW00023213,1999-12,38.50369,-122.81101,36.2,"SANTA ROSA SONOMA CO AIRPORT, CA US",,,,,,,,,1.6,",W",164.2,W,0,",W",11,",W",1,",W",0,",W",,,,,0,",W",14,",W",0,",W",3,",W",0,",W",,,,,19991230,",,W",,,,,,,19991209,",,W",19991219,",,W",-2.8,",W,30,",,,,,7.9,",,W,09,",25.6,",W,19,",608.1,W,308.5,",W",12.6,",,,W",,,,,,,,,8.38,",W",16.36,",,,W",0.4,",,,W",,,20,",W",30,",W",12.5,",W",15.2,",W"
USW00023213,2000-01,38.50369,-122.81101,36.2,"SANTA ROSA SONOMA CO AIRPORT, CA US",,,,,,,,,1.7,",W",0,0,0,",W",26,",W",13,",W",1,",W",,,,,0,",W",7,",W",0,",W",0,",W",0,",W",,,,,20000107,"+,,W",,,,,,,20000123,",,W",20000105,",,W",-1.7,",W,07,+",,,,,25.7,",,W,23,",17.2,",W,05,",895.8,0,287.7,",W",170.2,",,,W",,,,,,,,,9.05,",W",13.79,",,,W",4.31,",,,W",,,260,",W",180,",W",9.4,",W",13,",W"
USW00023213,2000-02,38.50369,-122.81101,36.2,"SANTA ROSA SONOMA CO AIRPORT, CA US",,,,,,,,,2.3,",W",0,0,0,",W",27,",W",17,",W",4,",W",,,,,0,",W",1,",W",0,",W",0,",W",0,",W",,,,,20000224,",,W",,,,,,,20000213,",,W",20000219,"+,,W",0,",W,24,",,,,,62.5,",,W,13,",19.4,",W,19,+",1126.3,0,230.5,",W",294.9,",,,W",,,,,,,,,10.39,",W",14.45,",,,W",6.32,",,,W",,,190,",W",180,",W",12.5,",W",17,",W"
USW00023213,2000-03,38.50369,-122.81101,36.2,"SANTA ROSA SONOMA CO AIRPORT, CA US",,,,,,,,,2.8,",W",0,0,0,"1,W",11,",W",5,",W",1,",W",,,,,0,"1,W",0,"1,W",0,"1,W",6,"1,W",0,"1,W",,,,,20000329,",1,W",,,,,,,20000308,",,W",20000330,",1,W",1.7,"1,W,29,",,,,,26.7,",,W,08,",26.7,"1,W,30,",1327.8,0,201.5,"1,W",68.5,",,,W",,,,,,,,,11.62,"1,W",18.24,"1,,,W",4.99,"1,,,W",,,30,",W",320,",W",12.5,",W",16.5,",W"
USW00023213,2000-04,38.50369,-122.81101,36.2,"SANTA ROSA SONOMA CO AIRPORT, CA US",,,,,,,,,2.6,",W",1.7,0,1.7,"1,W",7,",W",4,",W",1,",W",,,,,0,"1,W",0,"1,W",0,"1,W",14,"1,W",0,"1,W",,,,,20000419,",1,W",,,,,,,20000416,",,W",20000402,",1,W",2.2,"1,W,19,",,,,,34.8,",,W,16,",30.6,"1,W,02,",1467.4,0,139.6,"1,W",57.5,",,,W",,,,,,,,,13.58,"1,W",20.84,"1,,,W",6.32,"1,,,W",,,140,",W",20,",W",10.3,",W",12.5,",W"
USW00023213,2000-05,38.50369,-122.81101,36.2,"SANTA ROSA SONOMA CO AIRPORT, CA US",,,,,,,,,2.7,"4,W",24.7,0,23,"4,W",5,"3,W",4,"3,W",0,"3,W",,,,,0,"4,W",0,"4,W",0,"4,W",16,"4,W",3,"4,W",,,,,20000511,",4,W",,,,,,,20000514,",3,W",20000523,",4,W",2.2,"4,W,11,",,,,,16.5,"3,,W,14,",36.1,"4,W,23,",1547.7,0,80.3,"4,W",34,"3,,,W",,,,,,,,,16.21,"4,W",23.86,"4,,,W",8.56,"4,,,W",,,310,"4,W",310,"3,W",13,"4,W",16.1,"3,W"
USW00023213,2000-06,38.50369,-122.81101,36.2,"SANTA ROSA SONOMA CO AIRPORT, CA US",,,,,,,,,2.8,",W",61.7,0,37,",W",2,",W",1,",W",0,",W",,,,,0,",W",0,",W",0,",W",29,",W",2,",W",,,,,20000605,",,W",,,,,,,20000607,",,W",20000614,",,W",5,",W,05,",,,,,4.1,",,W,07,",42.2,",W,14,",1579.1,0,31.4,",W",6.4,",,,W",,,,,,,,,18.52,",W",26.39,",,,W",10.65,",,,W",,,360,",W",30,",W",9.8,",W",12.5,",W"
USW00023213,2000-07,38.50369,-122.81101,36.2,"SANTA ROSA SONOMA CO AIRPORT, CA US",,,,,,,,,2.4,",W",92.8,0,31.1,",W",0,",W",0,",W",0,",W",,,,,0,",W",0,",W",0,",W",30,",W",6,",W",,,,,20000706,"+,,W",,,,,,,20000719,"+,,W",20000731,",,W",7.2,",W,06,+",,,,,0,",T,W,19,+",37.8,",W,31,",19.5,0,19.5,",W",0,",T,,W",,,,,,,,,18.71,",W",27.45,",,,W",9.96,",,,W",,,140,",W",170,",W",7.2,",W",8.9,",W"
USW00023213,2000-08,38.50369,-122.81101,36.2,"SANTA ROSA SONOMA CO AIRPORT, CA US",,,,,,,,,2.2,",W",143.9,0,51.1,",W",0,",W",0,",W",0,",W",,,,,0,",W",0,",W",0,",W",29,",W",10,",W",,,,,20000818,",,W",,,,,,,20000830,"+,,W",20000817,"+,,W",7.2,",W,18,",,,,,0,",T,W,30,+",36.1,",W,17,+",29.1,0,9.6,",W",0,",T,,W",,,,,,,,,19.67,",W",28.71,",,,W",10.64,",,,W",,,170,",W",170,",W",8.9,",W",12.5,",W"
USW00023213,2000-09,38.50369,-122.81101,36.2,"SANTA ROSA SONOMA CO AIRPORT, CA US",,,,,,,,,1.8,",X",197.9,0,54,",0",5,",0",1,",0",0,",0",,,,,0,",0",0,",0",0,",0",28,",0",8,",0",18,,8,,20000903,",,0",,,,,,,20000902,",,0",20000919,",,0",6.1,",0,03,",,,,,10.4,",,0,02,",40,",0,19,",53.6,0,24.5,",0",12.8,",,,0",,,,,,,,,19.32,",0",28.54,",,,0",10.09,",,,0",,,250,"1,X",260,",X",8.9,"1,X",10.3,",X"
USW00023213,2000-10,38.50369,-122.81101,36.2,"SANTA ROSA SONOMA CO AIRPORT, CA US",,,,,,,,,2.1,",X",201.5,0,3.6,",0",7,",0",5,",0",1,",0",,,,,0,",0",0,",0",0,",0",19,",0",0,",0",26,,12,,20001031,",,0",,,,,1,,20001028,",,0",20001001,",,0",2.8,",0,31,",,,,,29.5,",,0,28,",31.1,",0,01,",161,0,107.4,",0",59.8,",,,0",,,,,,,,,14.98,",0",22.1,",,,0",7.87,",,,0",,,10,",X",10,",X",16.5,",X",19.2,",X"
USW00023213,2000-11,38.50369,-122.81101,36.2,"SANTA ROSA SONOMA CO AIRPORT, CA US",,,,,,,,,1.4,",X",201.5,0,0,",0",6,",0",4,",0",0,",0",,,,,0,",0",8,",0",0,",0",3,",0",0,",0",22,,17,,20001113,",,0",,,,,,,20001129,",,0",20001103,",,0",-3.3,",0,13,",,,,,13.5,",,0,29,",25.6,",0,03,",428.2,0,267.2,",0",39.4,",,,0",,,,,,,,,9.43,",0",15.93,",,,0",2.92,",,,0",,,250,",X",240,",X",11.6,",X",14.3,",X"
USW00023213,2000-12,38.50369,-122.81101,36.2,"SANTA ROSA SONOMA CO AIRPORT, CA US",,,,,,,,,1,",X",201.5,0,0,",0",7,",0",4,",0",0,",0",,,,,0,",0",14,",0",0,",0",0,",0",0,",0",30,,23,,20001226,"+,,0",,,,,,,20001213,",,0",20001217,",,0",-2.8,",0,26,+",,,,,9.7,",,0,13,",18.9,",0,17,",743.1,0,314.9,",0",26.8,",,,0",,,,,,,,,8.18,",0",14.71,",,,0",1.64,",,,0",,,30,",X",30,",X",10.3,",X",13.4,",X"
USW00023213,2001-01,38.50369,-122.81101,36.2,"SANTA ROSA SONOMA CO AIRPORT, CA US",,,,,,,,,1.8,",X",0,0,0,",0",15,",0",9,",0",3,",0",,,,,0,",0",18,",0",0,",0",0,",0",0,",0",25,,17,,20010118,"+,,0",,,,,2,,20010125,",,0",20010131,"+,,0",-3.3,",0,18,+",,,,,32.5,",,0,25,",17.2,",0,31,+",1099.6,0,356.5,",0",144.5,",,,0",,,,,,,,,6.83,",0",13.6,",,,0",0.06,",,,0",,,360,",X",230,",X",11.6,",X",16.5,",X"
USW00023213,2001-02,38.50369,-122.81101,36.2,"SANTA ROSA SONOMA CO AIRPORT, CA US",,,,,,,,,2.7,",X",0,0,0,",0",15,",0",11,",0",3,",0",,,,,0,",0",4,",0",0,",0",3,",0",0,",0",22,,7,,20010208,",,0",,,,,,,20010222,",,0",20010227,"+,,0",-2.2,",0,08,",,,,,32.5,",,0,22,",23.3,",0,27,+",1363.4,0,263.8,",0",188.9,",,,0",,,,,,,,,8.91,",0",14.69,",,,0",3.14,",,,0",,,300,",X",320,",X",13.9,",X",16.5,",X"
USW00023213,2001-03,38.50369,-122.81101,36.2,"SANTA ROSA SONOMA CO AIRPORT, CA US",,,,,,,,,2.2,",X",0,0,0,",0",7,",0",4,",0",1,",0",,,,,0,",0",0,",0",0,",0",12,",0",0,",0",24,,8,,20010303,"+,,0",,,,,,,20010304,",,0",20010331,",,0",0.6,",0,03,+",,,,,28.4,",,0,04,",28.3,",0,31,",1533.7,0,170.3,",0",47.7,",,,0",,,,,,,,,12.84,",0",19.99,",,,0",5.68,",,,0",,,160,"3,X",140,"3,X",13.4,"3,X",17.4,"3,X"
USW00023213,2001-04,38.50369,-122.81101,36.2,"SANTA ROSA SONOMA CO AIRPORT, CA US",,,,,,,,,2.5,",X",0,0,0,",0",6,",0",2,",0",0,",0",,,,,0,",0",3,",0",0,",0",9,",0",0,",0",14,,5,,20010415,"+,,0",,,,,,,20010420,",,0",20010430,"+,,0",0,",0,15,+",,,,,16,",,0,20,",28.3,",0,30,+",1730.9,0,197.2,",0",26.2,",,,0",,,,,,,,,11.76,",0",19.25,",,,0",4.27,",,,0",,,330,"2,X",340,"2,X",11.2,"2,X",16.1,"2,X"
USW00023213,2001-05,38.50369,-122.81101,36.2,"SANTA ROSA SONOMA CO AIRPORT, CA US",,,,,,,,,2.5,",X",34.7,0,34.7,",0",0,",0",0,",0",0,",0",,,,,0,",0",0,",0",0,",0",28,",0",7,",0",14,,4,,20010528,",,0",,,,,,,20010517,",,0",20010531,"+,,0",3.9,",0,28,",,,,,0,",T,0,17,",37.8,",0,31,+",1761.1,0,30.2,",0",0,",T,,0",,,,,,,,,18.48,",0",28.39,",,,0",8.57,",,,0",0,"3,W",10,",X",30,",X",11.6,",X",15.6,",X"
USW00023213,2001-06,38.50369,-122.81101,36.2,"SANTA ROSA SONOMA CO AIRPORT, CA US",,,,,,,,,2.6,",X",100.9,0,66.2,",0",1,",0",1,",0",0,",0",,,,,0,",0",0,",0",0,",0",29,",0",12,",0",7,,2,,20010610,",,0",,,,,,,20010627,",,0",20010620,",,0",6.1,",0,10,",,,,,20.6,",,0,27,",38.3,",0,20,",1774.1,0,13,",0",20.6,",,,0",,,,,,,,,20.11,",0",30.07,",,,0",10.14,",,,0",,,320,",X",310,",X",10.3,",X",12.5,",X"
USW00023213,2001-07,38.50369,-122.81101,36.2,"SANTA ROSA SONOMA CO AIRPORT, CA US",,,,,,,,,2.5,",X",139.7,0,38.8,",0",0,",0",0,",0",0,",0",,,,,0,",0",0,",0",0,",0",30,",0",4,",0",19,,,,20010721,",,0",,,,,3,,20010718,",,0",20010703,",,0",8.3,",0,21,",,,,,0,",T,0,18,",39.4,",0,03,",14.7,0,14.7,",0",0,",T,,0",,,,,,,,,19.11,",0",27.32,",,,0",10.9,",,,0",0,"5,",150,",X",160,",X",8,",X",10.3,",X"
USW00023213,2001-08,38.50369,-122.81101,36.2,"SANTA ROSA SONOMA CO AIRPORT, CA US",,,,,,,,,2.3,",X",199.4,0,59.7,",0",0,",0",0,",0",0,",0",,,,,0,",0",0,",0",0,",0",31,",0",9,",0",17,,4,,20010821,",,0",,,,,,,20010831,"+,,0",20010827,",,0",7.2,",0,21,",,,,,0,",,0,31,+",37.2,",0,27,",19.2,0,4.5,",0",0,",,,0",,,,,,,,,20.11,",0",29.6,",,,0",10.63,",,,0",,,250,",X",320,",X",8.9,",X",10.3,",X"
USW00023213,2001-09,38.50369,-122.81101,36.2,"SANTA ROSA SONOMA CO AIRPORT, CA US",,,,,,,,,2,",X",221.2,0,21.8,",0",2,",0",0,",0",0,",0",,,,,0,",0",0,",0",0,",0",30,",0",3,",0",19,,8,,20010928,",,0",,,,,1,,20010924,",,0",20010930,",,0",5.6,",0,28,",,,,,1.8,",,0,24,",37.2,",0,30,",36.9,0,17.7,",0",2.3,",,,0",,,,,,,,,18.47,",0",27.25,",,,0",9.69,",,,0",,,330,",X",330,",X",8,",X",9.8,",X"
USW00023213,2001-10,38.50369,-122.81101,36.2,"SANTA ROSA SONOMA CO AIRPORT, CA US",,,,,,,,,1.9,",X",241.5,0,20.3,",0",3,",0",1,",0",1,",0",,,,,0,",0",0,",0",0,",0",23,",0",5,",0",19,,6,,20011018,",,0",,,,,,,20011030,",,0",20011001,",,0",3.9,",0,18,",,,,,38.4,",,0,30,",37.8,",0,01,",95.8,0,58.9,",0",42.7,",,,0",,,,,,,,,17.09,",0",25.75,",,,0",8.42,",,,0",,,320,",X",330,",X",9.8,",X",12.5,",X"
USW00023213,2001-11,38.50369,-122.81101,36.2,"SANTA ROSA SONOMA CO AIRPORT, CA US",,,,,,,,,1.6,",X",241.5,0,0,",0",14,",0",12,",0",3,",0",,,,,0,",0",0,",0",0,",0",7,",0",0,",0",25,,14,,20011127,",,0",,,,,,,20011128,",,0",20011103,",,0",0.6,",0,27,",,,,,74.9,",,0,28,",25.6,",0,03,",278.4,0,182.6,",0",239.8,",,,0",,,,,,,,,12.25,",0",17.76,",,,0",6.73,",,,0",,,200,",X",200,",X",13,",X",19.2,",X"
USW00023213,2001-12,38.50369,-122.81101,36.2,"SANTA ROSA SONOMA CO AIRPORT, CA US",,,,,,,,,2.3,",X",241.5,0,0,",0",22,",0",12,",0",5,",0",,,,,0,",0",1,",0",0,",0",0,",0",0,",0",26,,9,,20011224,",,0",,,,,,,20011201,",,0",20011206,",,0",0,",0,24,",,,,,52.6,",,0,01,",18.9,",0,06,",558,0,279.6,",0",287.6,",,,0",,,,,,,,,9.31,",0",13.12,",,,0",5.51,",,,0",,,250,",X",340,",X",13.4,",X",17.9,",X"
USW00023213,2002-01,38.50369,-122.81101,36.2,"SANTA ROSA SONOMA CO AIRPORT, CA US",,,,,,,,,1.4,",X",0,0,0,",0",11,",0",7,",0",3,",0",,,,,0,",0",15,",0",0,",0",0,",0",0,",0",26,,16,,20020131,"+,,0",,,,,,,20020101,",,0",20020116,"+,,0",-3.3,",0,31,+",,,,,48.5,",,0,01,",16.1,",0,16,+",895.1,0,337.1,",0",148.5,",,,0",,,,,,,,,7.46,",0",13.23,",,,0",1.69,",,,0",0,",W",310,",X",320,",X",11.2,",X",13.4,",X"
