STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,AWND,AWND_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES
USW00093230,1970-08,38.89838,-119.99617,1907,"SOUTH LAKE TAHOE AIRPORT, CA US",,,,,,,,,,,,,1.1,"4,0",,,,,,,,,,,0,"2,0",0,"2,0",0,"2,0",29,"2,0",0,"2,0",,,,,19700802,"+,2,0",,,,,,,,,19700812,"+,2,0",0.6,"2,0,02,+",,,,,,,31.1,"2,0,12,+",122.3,0,68.7,"2,0",,,,,,,,,,,15.92,"4,0",27.5,"2,,,0",4.34,"2,,,0",,,,,,,,,,
USW00093230,1970-09,38.89838,-119.99617,1907,"SOUTH LAKE TAHOE AIRPORT, CA US",,,,,,,,,,,,,0,"1,0",,,,,,,,,,,0,",0",20,",0",0,"1,0",20,"1,0",0,"1,0",,,,,19700925,"+,,0",,,,,,,,,19700911,"+,1,0",-5.6,",0,25,+",,,,,,,27.2,"1,0,11,+",347.2,0,224.9,"1,0",,,,,,,,,,,10.49,"1,0",21.76,"1,,,0",-0.77,",,,0",,,,,,,,,,
USW00093230,1970-10,38.89838,-119.99617,1907,"SOUTH LAKE TAHOE AIRPORT, CA US",,,,,,,,,,,,,0,"2,0",,,,,,,,,,,0,"1,0",24,"1,0",0,"1,0",6,"1,0",0,"1,0",,,,,19701027,",1,0",,,,,,,,,19701011,"+,1,0",-11.1,"1,0,27,",,,,,,,22.8,"1,0,11,+",710.9,0,363.7,"1,0",,,,,,,,,,,6.02,"2,0",14.69,"1,,,0",-2.66,"1,,,0",,,,,,,,,,
USW00093230,1970-11,38.89838,-119.99617,1907,"SOUTH LAKE TAHOE AIRPORT, CA US",,,,,,,,,,,,,0,"1,0",,,,,,,,,,,0,"1,0",22,"1,0",1,",0",0,",0",0,",0",,,,,19701113,",1,0",,,,,,,,,19701103,",,0",-8.9,"1,0,13,",,,,,,,15.6,",0,03,",1138.8,0,427.9,",0",,,,,,,,,,,3.54,"1,0",8.98,",,,0",-1.91,"1,,,0",,,,,,,,,,
USW00093230,1970-12,38.89838,-119.99617,1907,"SOUTH LAKE TAHOE AIRPORT, CA US",,,,,,,,,,,,,0,"1,0",,,,,,,,,,,8,"1,0",29,"1,0",13,",0",0,",0",0,",0",,,,,19701225,",1,0",,,,,,,,,19701206,",,0",-26.1,"1,0,25,",,,,,,,7.8,",0,06,",1841.8,0,703,",0",,,,,,,,,,,-5.03,"1,0",1.49,",,,0",-11.55,"1,,,0",,,,,,,,,,
USW00093230,1971-01,38.89838,-119.99617,1907,"SOUTH LAKE TAHOE AIRPORT, CA US",,,,,,,,,,,0,0,0,",0",,,,,,,,,,,1,",0",28,",0",7,",0",0,",0",0,",0",,,,,19710105,",,0",,,,,,,,,19710120,"+,,0",-20,",0,05,",,,,,,,8.9,",0,20,+",2489.8,0,648,",0",,,,,,,,,,,-2.57,",0",3.45,",,,0",-8.58,",,,0",,,,,,,,,,
USW00093230,1971-02,38.89838,-119.99617,1907,"SOUTH LAKE TAHOE AIRPORT, CA US",,,,,,,,,,,0,0,0,",0",,,,,,,,,,,2,",0",27,",0",3,",0",0,",0",0,",0",,,,,19710227,"+,,0",,,,,,,,,19710213,",,0",-18.3,",0,27,+",,,,,,,13.9,",0,13,",3045.6,0,555.8,",0",,,,,,,,,,,-1.52,",0",4.94,",,,0",-7.97,",,,0",,,,,,,,,,
USW00093230,1971-03,38.89838,-119.99617,1907,"SOUTH LAKE TAHOE AIRPORT, CA US",,,,,,,,,,,0,0,0,"1,0",,,,,,,,,,,2,",0",25,",0",3,"1,0",0,"1,0",0,"1,0",,,,,19710302,",,0",,,,,,,,,19710329,",1,0",-23.3,",0,02,",,,,,,,15,"1,0,29,",3596.7,0,551.1,"1,0",,,,,,,,,,,-0.07,"1,0",6.15,"1,,,0",-6.29,",,,0",,,,,,,,,,
USW00093230,1971-04,38.89838,-119.99617,1907,"SOUTH LAKE TAHOE AIRPORT, CA US",,,,,,,,,,,0,0,0,"1,0",,,,,,,,,,,0,",0",28,",0",0,"1,0",0,"1,0",0,"1,0",,,,,19710425,"+,,0",,,,,,,,,19710405,",1,0",-10.6,",0,25,+",,,,,,,17.2,"1,0,05,",4042.2,0,445.5,"1,0",,,,,,,,,,,3,"1,0",9.82,"1,,,0",-3.82,",,,0",,,,,,,,,,
USW00093230,1971-05,38.89838,-119.99617,1907,"SOUTH LAKE TAHOE AIRPORT, CA US",,,,,,,,,,,0,0,0,",0",,,,,,,,,,,0,",0",15,",0",0,",0",0,",0",0,",0",,,,,19710517,",,0",,,,,,,,,19710524,"+,,0",-5,",0,17,",,,,,,,17.8,",0,24,+",4408.4,0,366.2,",0",,,,,,,,,,,6.52,",0",12.49,",,,0",0.55,",,,0",,,,,,,,,,
USW00093230,1971-06,38.89838,-119.99617,1907,"SOUTH LAKE TAHOE AIRPORT, CA US",,,,,,,,,,,0,0,0,"2,0",,,,,,,,,,,0,"1,0",7,"1,0",0,"1,0",12,"1,0",0,"1,0",,,,,19710602,",1,0",,,,,,,,,19710615,",1,0",-2.8,"1,0,02,",,,,,,,25,"1,0,15,",4617.8,0,209.4,"1,0",,,,,,,,,,,10.83,"2,0",19.36,"1,,,0",2.29,"1,,,0",,,,,,,,,,
USW00093230,1971-07,38.89838,-119.99617,1907,"SOUTH LAKE TAHOE AIRPORT, CA US",,,,,,,,,,,11.3,0,11.3,"1,0",,,,,,,,,,,0,",0",1,",0",0,"1,0",29,"1,0",0,"1,0",,,,,19710711,",,0",,,,,,,,,19710729,",1,0",0,",0,11,",,,,,,,30,"1,0,29,",84.3,0,84.3,"1,0",,,,,,,,,,,15.98,"1,0",25.61,"1,,,0",6.35,",,,0",,,,,,,,,,
USW00093230,1971-08,38.89838,-119.99617,1907,"SOUTH LAKE TAHOE AIRPORT, CA US",,,,,,,,,,,18.5,0,7.2,",0",,,,,,,,,,,0,",0",1,",0",0,",0",30,",0",0,",0",,,,,19710822,",,0",,,,,,,,,19710810,",,0",0,",0,22,",,,,,,,31.1,",0,10,",148.8,0,64.5,",0",,,,,,,,,,,16.48,",0",26.44,",,,0",6.53,",,,0",,,,,,,,,,
USW00093230,1971-09,38.89838,-119.99617,1907,"SOUTH LAKE TAHOE AIRPORT, CA US",,,,,,,,,,,18.5,0,0,"1,0",,,,,,,,,,,0,",0",15,",0",0,"1,0",16,"1,0",0,"1,0",,,,,19710927,",,0",,,,,,,,,19710912,",1,0",-5,",0,27,",,,,,,,28.9,"1,0,12,",362.5,0,213.7,"1,0",,,,,,,,,,,10.91,"1,0",20.61,"1,,,0",1.21,",,,0",,,,,,,,,,
USW00093230,1971-10,38.89838,-119.99617,1907,"SOUTH LAKE TAHOE AIRPORT, CA US",,,,,,,,,,,18.5,0,0,",0",,,,,,,,,,,0,",0",26,",0",2,",0",8,",0",0,",0",,,,,19711029,",,0",,,,,,,,,19711010,",,0",-11.7,",0,29,",,,,,,,26.7,",0,10,",766.8,0,404.3,",0",,,,,,,,,,,5.29,",0",13.32,",,,0",-2.74,",,,0",,,,,,,,,,
USW00093230,1971-11,38.89838,-119.99617,1907,"SOUTH LAKE TAHOE AIRPORT, CA US",,,,,,,,,,,18.5,0,0,",0",,,,,,,,,,,0,",0",26,",0",2,",0",0,",0",0,",0",,,,,19711114,",,0",,,,,,,,,19711104,",,0",-12.8,",0,14,",,,,,,,16.7,",0,04,",1272.3,0,505.5,",0",,,,,,,,,,,1.48,",0",8,",,,0",-5.04,",,,0",,,,,,,,,,
USW00093230,1971-12,38.89838,-119.99617,1907,"SOUTH LAKE TAHOE AIRPORT, CA US",,,,,,,,,,,18.5,0,0,"1,0",,,,,,,,,,,8,"1,0",30,"1,0",12,",0",0,",0",0,",0",,,,,19711230,",1,0",,,,,,,,,19711205,",,0",-22.2,"1,0,30,",,,,,,,9.4,",0,05,",1991.7,0,719.4,",0",,,,,,,,,,,-5.61,"1,0",0.85,",,,0",-12.08,"1,,,0",,,,,,,,,,
USW00093230,1972-01,38.89838,-119.99617,1907,"SOUTH LAKE TAHOE AIRPORT, CA US",,,,,,,,,,,0,0,0,",0",,,,,,,,,,,10,",0",27,",0",5,",0",0,",0",0,",0",,,,,19720104,",,0",,,,,,,,,19720113,"+,,0",-26.7,",0,04,",,,,,,,7.8,",0,13,+",2706.7,0,715,",0",,,,,,,,,,,-4.73,",0",3.45,",,,0",-12.92,",,,0",,,,,,,,,,
USW00093230,1972-02,38.89838,-119.99617,1907,"SOUTH LAKE TAHOE AIRPORT, CA US",,,,,,,,,,,0,0,0,"1,0",,,,,,,,,,,1,"1,0",23,"1,0",0,",0",0,",0",0,",0",,,,,19720202,",1,0",,,,,,,,,19720218,",,0",-23.9,"1,0,02,",,,,,,,11.7,",0,18,",3243.9,0,537.2,",0",,,,,,,,,,,-0.91,"1,0",5.75,",,,0",-7.56,"1,,,0",,,,,,,,,,
USW00093230,1972-03,38.89838,-119.99617,1907,"SOUTH LAKE TAHOE AIRPORT, CA US",,,,,,,,,,,0,0,0,",0",,,,,,,,,,,0,",0",21,",0",0,",0",0,",0",0,",0",,,,,19720326,"+,,0",,,,,,,,,19720317,",,0",-10,",0,26,+",,,,,,,17.8,",0,17,",3665.5,0,421.6,",0",,,,,,,,,,,4.73,",0",11.83,",,,0",-2.36,",,,0",,,,,,,,,,
USW00093230,1972-04,38.89838,-119.99617,1907,"SOUTH LAKE TAHOE AIRPORT, CA US",,,,,,,,,,,0,0,0,"1,0",,,,,,,,,,,0,"1,0",20,"1,0",2,",0",0,",0",0,",0",,,,,19720413,",1,0",,,,,,,,,19720427,",,0",-12.2,"1,0,13,",,,,,,,18.3,",0,27,",4076.3,0,410.8,",0",,,,,,,,,,,4.21,"1,0",10.87,",,,0",-2.45,"1,,,0",,,,,,,,,,
USW00093230,1972-05,38.89838,-119.99617,1907,"SOUTH LAKE TAHOE AIRPORT, CA US",,,,,,,,,,,0,0,0,",0",,,,,,,,,,,0,",0",15,",0",0,",0",9,",0",0,",0",,,,,19720518,",,0",,,,,,,,,19720531,"+,,0",-4.4,",0,18,",,,,,,,25,",0,31,+",4363.5,0,287.2,",0",,,,,,,,,,,9.07,",0",17.88,",,,0",0.25,",,,0",,,,,,,,,,
USW00093230,1972-06,38.89838,-119.99617,1907,"SOUTH LAKE TAHOE AIRPORT, CA US",,,,,,,,,,,0.6,0,0.6,",0",,,,,,,,,,,0,",0",3,",0",0,",0",22,",0",0,",0",,,,,19720611,",,0",,,,,,,,,19720630,",,0",-2.8,",0,11,",,,,,,,31.1,",0,30,",4520.3,0,156.8,",0",,,,,,,,,,,13.13,",0",21.96,",,,0",4.29,",,,0",,,,,,,,,,
USW00093230,1972-07,38.89838,-119.99617,1907,"SOUTH LAKE TAHOE AIRPORT, CA US",,,,,,,,,,,10.2,0,9.6,",0",,,,,,,,,,,0,",0",0,",0",0,",0",30,",0",1,",0",,,,,19720727,"+,,0",,,,,,,,,19720715,",,0",0.6,",0,27,+",,,,,,,32.2,",0,15,",73.9,0,73.9,",0",,,,,,,,,,,16.26,",0",27.06,",,,0",5.45,",,,0",,,,,,,,,,
USW00093230,1972-08,38.89838,-119.99617,1907,"SOUTH LAKE TAHOE AIRPORT, CA US",,,,,,,,,,,15.8,0,5.6,"1,0",,,,,,,,,,,0,",0",0,",0",0,"1,0",27,"1,0",2,"1,0",,,,,19720822,"+,,0",,,,,,,,,19720807,",1,0",1.1,",0,22,+",,,,,,,33.3,"1,0,07,",172.7,0,98.8,"1,0",,,,,,,,,,,15.29,"1,0",25.84,"1,,,0",4.75,",,,0",,,,,,,,,,
USW00093230,1972-09,38.89838,-119.99617,1907,"SOUTH LAKE TAHOE AIRPORT, CA US",,,,,,,,,,,15.8,0,0,",0",,,,,,,,,,,0,",0",14,",0",0,",0",13,",0",0,",0",,,,,19720925,"+,,0",,,,,,,,,19720903,",,0",-5.6,",0,25,+",,,,,,,27.2,",0,03,",404.7,0,232,",0",,,,,,,,,,,10.6,",0",19.69,",,,0",1.51,",,,0",,,,,,,,,,
USW00093230,1972-10,38.89838,-119.99617,1907,"SOUTH LAKE TAHOE AIRPORT, CA US",,,,,,,,,,,15.8,0,0,",0",,,,,,,,,,,0,",0",19,",0",0,",0",0,",0",0,",0",,,,,19721029,",,0",,,,,,,,,19721003,",,0",-8.9,",0,29,",,,,,,,19.4,",0,03,",782,0,377.3,",0",,,,,,,,,,,6.16,",0",12.75,",,,0",-0.43,",,,0",,,,,,,,,,
USW00093230,1972-11,38.89838,-119.99617,1907,"SOUTH LAKE TAHOE AIRPORT, CA US",,,,,,,,,,,15.8,0,0,",0",,,,,,,,,,,0,",0",27,",0",0,",0",0,",0",0,",0",,,,,19721123,",,0",,,,,,,,,19721102,",,0",-15,",0,23,",,,,,,,13.3,",0,02,",1329,0,547,",0",,,,,,,,,,,0.1,",0",5.9,",,,0",-5.7,",,,0",,,,,,,,,,
USW00093230,1972-12,38.89838,-119.99617,1907,"SOUTH LAKE TAHOE AIRPORT, CA US",,,,,,,,,,,15.8,0,0,"1,0",,,,,,,,,,,6,"1,0",26,"1,0",10,",0",0,",0",0,",0",,,,,19721209,",1,0",,,,,,,,,19721225,"+,,0",-33.9,"1,0,09,",,,,,,,10,",0,25,+",1988.1,0,659.1,",0",,,,,,,,,,,-3.63,"1,0",2.65,",,,0",-9.92,"1,,,0",,,,,,,,,,
USW00093230,1973-01,38.89838,-119.99617,1907,"SOUTH LAKE TAHOE AIRPORT, CA US",,,,,,,,,,,0,0,0,",0",,,,,,,,,,,6,",0",29,",0",8,",0",0,",0",0,",0",,,,,19730122,",,0",,,,,,,,,19730128,",,0",-21.1,",0,22,",,,,,,,10,",0,28,",2662.4,0,674.3,",0",,,,,,,,,,,-3.42,",0",2.28,",,,0",-9.12,",,,0",,,,,,,,,,
